network,type,router,software,chassis,clli_code
AS209,PRIV,SLC2-PRIV-11,6.7.3[Default],ASR9K,SLKDUTUY
AS3549,AR,CLT2-AR3,21.2R3-S9.21,MX104,CHRMNC72
AS209,PBRR,DES-PBRR-01,03.10.05.S,ASR1004,DESMIADT
AS209,PBRR,PHN-PBRR-01,03.10.05.S,ASR1004,PHNXAZUI
AS209,DSL-GW,HLRN-DSL-GW80.HLRN.QWEST.NET,12.2(33)SB13,C10008,HLRNCOFP
AS209,PBRR,SPK2-PBRR-02,03.10.05.S,ASR1004,SPKNWA01
AS3549,PR,PR5.BOS1,21.2R3-S9.21,MX104,BSTNMACO
AS209,DSL-GW,HLRN-DSL-GW10.HLRN.QWEST.NET,19.4R3-S3.3,MX480,HLRNCOFP
AS209,AGW,SXFL-AGW1,21.2R3-S9.20,MX960,SXFLSDNW
AS209,VIRR,BUR-VIRR-01,23.4R2-S4.11,VRR,BRBNCACG
AS3549,VAR,VAR3.SEA5,22.4R3-S6.5,MX10004,STTNWAHO
AS209,PRIV,TUL-PRIV-11,6.7.3[Default],ASR9K,TULUOKSH
AS209,VIRR,FTW-VIRR-01,23.4R2-S4.11,VRR,FTWQTXFH
AS3549,CR,BFL1-CR1,15.1F5-S8,MX480,BKFECAAA
AS209,DSL-GW,COSP-DSL-GW03.COSP.QWEST.NET,12.2(33)SB13,C10008,CLSPCOMA
AS209,AGW,TUKW-AGW1,21.2R3-S9.20,MX2010,TKWLWALL
AS209,PCOR,RCM-PCOR-02,18.2R3-S8.5,MX960,RCMTNCXA
AS209,PRIV,JFK-PRIV-15,6.7.3[Default],ASR9K,NYCMNYZR
AS209,AGW,STC2-AGW2,21.2R3-S9.20,MX960,STCDMNTO
AS3549,AR,MEM4-AR3,21.2R3-S9.21,MX104,MMPKTNVZ
AS209,PBRR,TCS-PBRR-01,03.10.05.S,ASR1004,TCSNAZ64
AS3549,VAR,VAR1.CLT2,21.4R3-S8.4,MX960,CHRMNC72
AS209,PRIV,HLR-PRIV-03,11.4R6-S2,M320,HLRNCOFP
AS3549,AR,FRS1-AR1,19.1R2-S3,MX960,FRSNCAVV
AS209,PRIV,KCM-PRIV-14,6.7.3[Default],ASR9K,KSCAMO96
AS3549,CR,CHI1-CR1,18.2R3-S8.5,MX960,CHCGILCP
AS209,PRIV,BOI2-PRIV-13,6.7.3[Default],ASR9K,BOISIDMA
AS209,VIRR,DCA-VIRR-02,23.4R2-S4.11,VRR,WASIDCRG
AS3549,ES,SAT5-ES4,20.2X4.1,ACX5448,SNAQTXKY
AS209,PBRR,ROC2-PBRR-01,03.10.05.S,ASR1004,ROCHMNRO
AS209,PCOR,CDR2-PCOR-02,18.2R3-S8.5,MX960,CDRRIADT
AS209,VIRR,FRP-VIRR-02,23.4R2-S4.11,VRR,FRPKGACX
AS209,VIRR,CER-VIRR-02,23.4R2-S4.11,VRR,CHCGILDT
AS209,PBRR,OMH-PBRR-01,03.10.05.S,ASR1004,OMAHNEKG
AS3549,CR,MKE1-CR2,15.1F5-S8,MX960,MILXWIIX
AS209,PBRR,DLT-PBRR-01,03.10.05.S,ASR1004,DLTHMNAT
AS209,AGW,PTLD-AGW1,21.2R3-S9.20,MX2010,PTLDOR61
AS3549,SCR,SCR1.WDC2,15.1F5-S8,T640,WASHDC29
AS3549,VAR,VAR1.MGM2,21.2R3-S9.21,MX104,MTGMAAS33561
AS3549,ES,NWR1-ES1,20.2X4.1,ACX5448,NWRKNJMD
AS209,DSL-GW,ALBQ-DSL-GW41.ALBQ.QWEST.NET,12.2(33)SB13,C10008,ALBQNMPC
AS209,SVCS,OMH-SVCS-10,15.1F6-S6.4,MX480,OMAHNEKG
AS209,PCOR,DES-PCOR-03,18.2R3-S8.5,MX960,DESMIADT
AS209,PCOR,POR-PCOR-02,18.2R3-S8.5,MX960,PTLDOR61
AS209,VIRR,RCM-VIRR-01,23.4R2-S4.11,VRR,RCMTNCXA
AS3549,CR,DAL1-CR4,18.2R3-S8.5,MX960,DLLFTXFQ
AS3549,CR,JAX1-CR2,15.1F5-S8,MX480,JCVLFLWF
AS3549,CR,ORL1-CR2,15.1F5-S8,MX960,ORLFFLHX
AS3549,SDR,SDR1.CHI2,16.0.R20,7750-SR-12e,CHCGILDT
AS209,PCOR,TLH-PCOR-01,18.2R3-S8.5,MX960,TLHSFLTE
AS209,DSL-GW,STPL-DSL-GW14.STPL.QWEST.NET,19.4R3-S3.3,MX480,STPLMNMK
AS209,AGW,HELN-AGW2,21.2R3-S9.20,MX960,HLNAMTMA
AS209,AGW,TCSO-AGW1,21.2R3-S9.20,MX960,TCSNAZ64
AS209,VIRR,MIA-VIRR-01,23.4R2-S4.11,VRR,MIASFLTT
AS3549,CR,MKE1-CR1,15.1F5-S8,MX960,MILXWIIX
AS3549,VAR,VAR3.SJO1,22.4R3-S6.5,MX10004,SNVACAID
AS209,PBRR,CHY2-PBRR-02,03.10.05.S,ASR1004,CHYNWYMA
AS3549,AR,SDG3-AR2,19.1R2-S3,MX960,SNDACAGL
AS3549,AR,LEX1-AR2,19.1R2-S3,MX480,LXTNKY21
AS209,PRIV,CHR-PRIV-16,6.7.3[Default],ASR9K,CHRONCJS
AS3549,AR,MSP1-AR3,14.1R8.6,M320,MNNTMNIC
AS3549,ES,SJC1-ES31,23.4R2-S3.10-EVO,ACX7100-32C,SNJUCACL
AS3549,PR,PR2.LAX1,10.0S27.2,M10i,LSANCARC
AS3549,PR,PR5.LAX1,11.4R11.4,M120,LSANCARC
AS3549,ES,LAS4-ES1,20.2X4.1,ACX5448,NLVGNVBV
AS209,DSL-GW,OMAH-DSL-GW19.OMAH.QWEST.NET,19.4R3-S3.3,MX480,OMAHNEKG
AS3549,VAR,VAR3.MSP1,22.4R3-S6.5,MX10004,MNNTMNIC
AS209,PCOR,TLH-PCOR-02,18.2R3-S8.5,MX960,TLHSFLTE
AS3549,PR,PR3.NWR1,21.2R3-S9.21,MX104,NWRKNJMD
AS209,VIRR,IPL-VIRR-01,23.4R2-S4.11,VRR,IPLXINIF
AS209,PBRR,ROC2-PBRR-02,03.10.05.S,ASR1004,ROCHMNRO
AS3549,AR,CHI1-AR1,14.1R8.6,M120,CHCGILCP
AS209,VIRR,TUK-VIRR-01,23.4R2-S4.11,VRR,TKWLWALL
AS3549,CR,KSC1-CR1,15.1F5-S8,MX960,KSCYMOMC
AS209,DSL-GW,COSP-DSL-GW16.COSP.QWEST.NET,19.4R3-S3.3,MX480,CLSPCOMA
AS3549,AR,BOI3-AR2,21.2R3-S9.21,MX104,BOISIDMA
AS209,SVCS,PHX-SVCS-10,15.1F6-S6.4,MX480,TEMPAZCC
AS209,PBRR,DES-PBRR-02,03.10.05.S,ASR1004,DESMIADT
AS3549,ES,PHX57-ES32,23.4R2-S3.10-EVO,ACX7100-32C,TEMPAZBQ
AS3549,AR,SPK1-AR1,19.1R2-S3,MX960,SPKNWAVR
AS209,VIRR,KCM-VIRR-01,23.4R2-S4.11,VRR,KSCAMO96
AS209,PCOR,CDR2-PCOR-01,21.2R3-S9.20,MX960,CDRRIADT
AS209,SVCS,TOR2-SVCS-10,15.1F6-S6.4,MX240,TOROONXN
AS3549,CR,CAE1-CR2,18.2R3-S8.5,MX960,CLMASCTS
AS3549,PR,PR2.NWR1,21.2R3-S9.21,MX104,NWRKNJMD
AS209,EDGE,FAR2-EDGE-05,21.2R3-S3.5,MX480,FARGNDBC
AS3549,AR,TUL2-AR1,19.1R2-S3,MX960,TULUOKBR
AS209,VIRR,BUR-VIRR-02,23.4R2-S4.11,VRR,BRBNCACG
AS3549,SCR,SCR1.SDG1,21.4R3-S8.4,MX10003,SNDACAGL
AS3549,ER,NWR1-ER1,19.1R2-S3,MX960,NWRKNJMD
AS3549,AR,ORL1-AR4,19.1R2-S3,MX480,ORLFFLHX
AS209,VIRR,MIA-VIRR-02,23.4R2-S4.11,VRR,MIASFLTT
AS3549,AR,SDG3-AR3,21.2R3-S9.21,MX104,SNDACAGL
AS209,SVCS,HLR-SVCS-10,15.1F6-S6.4,MX960,HLRNCOFP
AS209,DSL-GW,BLNG-DSL-GW10.BLNG.QWEST.NET,12.2(31)SB8,7206VXR,BLNGMTSG
AS3549,ER,OAK1-ER1,15.1F5-S7.1,MX480,OKLDCAEB
AS209,DSL-GW,PTLD-DSL-GW50.PTLD.QWEST.NET,19.4R3-S3.3,MX480,PTLDOR61
AS209,VSMR,FRP-VSMR-03,15.1F6-S6.4,MX480,FRPKGACX
AS3549,PR,PR9.CHI1,21.2R3-S9.21,MX104,CHCGILGM
AS209,AGW,STPL-AGW1,21.2R3-S9.20,MX2010,STPLMNMK
AS3549,AR,DET1-AR1,19.1R2-S3,MX960,SFLDMIDN
AS209,VIRR,SNJ2-VIRR-02,23.4R2-S4.11,VRR,SNJYCAHM
AS209,PBRR,OMH-PBRR-02,03.10.05.S,ASR1004,OMAHNEKG
AS3549,AR,ELP1-AR2,14.1R8.6,M120,ELPSTX98
AS3356,EBR,EBR3.WDC111,23.10.R6,7750-SR-7s,ASBNVAMG
AS209,AGW,SLCY-AGW1,21.2R3-S9.20,MX2010,SLKDUTUY
AS3549,PR,PR2.TPA1,10.0S27.2,M10i,TAMQFLTA
AS3549,ER,ONT1-ER1,15.1F5-S7.1,MX480,ONTRCAFX
AS209,DSL-GW,SLCY-DSL-GW04.SLCY.QWEST.NET,12.2(33)SB13,C10008,SLKDUTUY
AS209,PRIV,FRP-PRIV-12,6.7.3[Default],ASR9K,FRPKGACX
AS209,EDGE,CHY2-EDGE-02,21.2R3-S3.5,MX960,CHYNWYMA
AS209,EDGE,SEA-EDGE-12,21.2R3-S3.5,MX960,STTLWAWB
AS3549,CR,JAX1-CR1,15.1F5-S8,MX480,JCVLFLWF
AS209,SVCS,MIN5-SVCS-10,15.1F6-S6.4,MX480,STPLMNMK
AS209,DSL-GW,HLRN-DSL-GW15.HLRN.QWEST.NET,21.2R3-S9.20,MX480,HLRNCOFP
AS3549,ESP,ESP1.LIT2,16.0.R15,7750-SR-12,LTRKARDR
AS3549,CR,SAT1-CR1,15.1F5-S8,MX480,SNANTX91
AS209,AGW,LSV2-AGW1,21.2R3-S3.5,MX960,LSVGNVXB
AS3549,AR,PDX4-AR2,19.1R2-S3,MX960,PTLGORIA
AS209,EDGE,PHN-EDGE-05,15.1R4-S7,M320,PHNXAZUI
AS3356,EBR,EBR3.ATL2,23.10.R6,7950-XRS-20,ATLDGAUY
AS3549,AR,SPK1-AR4,19.1R2-S3,MX480,SPKNWAVR
AS209,PCOR,PHN-PCOR-05,18.2R3-S8.5,MX960,PHNXAZUI
AS209,AGW,RSTR-AGW1,21.2R3-S9.20,MX960,ROCHMNRO
AS209,EDGE,SPK2-EDGE-04,21.2R3-S3.5,MX480,SPKNWA01
AS3549,AR,CMH2-AR1,19.1R2-S3,MX960,CLMCOHIB
AS209,PBRR,EUG2-PBRR-02,03.10.05.S,ASR1004,EUGNOR53
AS209,AGW,HELN-AGW1,21.2R3-S9.20,MX960,HLNAMTMA
AS209,PRIV,PHN4-PRIV-12,6.7.3[Default],ASR9K,PHNXAZNE
AS3549,VAR,VAR1.TUL2,21.4R3-S8.4,MX10003,TULUOKBR
AS3549,SDR,SDR1.HOU2,16.0.R20,7750-SR-12e,HSTGTX05
AS3549,AR,MEM4-AR2,19.1R2-S3,MX960,MMPKTNVZ
AS3356,EBR,EBR2.MIA1,23.10.R8,7750-SR-7s,MIATFLAD
AS209,DSL-GW,BLNG-DSL-GW12.BLNG.QWEST.NET,12.2(31)SB8,7206VXR,BLNGMTSG
AS209,PRIV,OMH-PRIV-11,6.7.3[Default],ASR9K,OMAHNEKG
AS3549,AR,LAX2-AR3,21.2R3-S9.21,MX104,LSANCAJW
AS3549,SCR,SCR2.SDG1,21.4R3-S8.4,MX10003,SNDACAGL
AS3549,PR,PR1.WDC2,14.1R6-S1.1,MX80,WASHDC29
AS209,DSL-GW,BLNG-DSL-GW15.BLNG.QWEST.NET,12.2(20070427:175451) [pshroff-qwest 100],7206VXR,BLNGMTSG
AS3549,AR,LAS1-AR3,15.1F5-S7.1,MX480,LSVKNV99
AS209,VIRR,EWS3-VIRR-01,23.4R2-S4.11,VRR,NWRKNJMD
AS3549,AR,BTR2-AR1,21.2R3-S9.20,MX480,BTRGLA71
AS3549,SDR,SDR1.MIA1,16.0.R20,7750-SR-12e,MIATFLAD
AS209,EDGE,PHN-EDGE-08,21.2R3-S3.5,MX960,PHNXAZUI
AS3356,EBR,EBR3.NWR1,23.10.R6,7950-XRS-20,NWRKNJMD
AS209,VIRR,RCM-VIRR-02,23.4R2-S4.11,VRR,RCMTNCXA
AS3549,PR,PR3.TPA1,11.4R8.4,M120,TAMQFLTA
AS209,PCOR,DVR3-PCOR-20,16.0.R20,7950-XRS-40,DNVRCOMA
AS3549,CR,HNL1-CR1,15.1F5-S8,MX960,MLUAHIAK
AS209,VSMR,PHN-VSMR-04,15.1F6-S6.4,MX480,PHNXAZUI
AS3549,ES,POR24-ES31,23.4R2-S3.10-EVO,ACX7100-32C,HLBOORNF
AS3549,ER,CHI1-ER1,15.1F5-S7.1,MX480,CHCGILCP
AS3549,CR,DEN1-CR2,18.2R3-S8.5,MX960,AURSCOFW
AS209,DSL-GW,ALBQ-DSL-GW34.ALBQ.QWEST.NET,12.2(33)SB13,C10008,ALBQNMPC
AS3549,CR,CMH1-CR2,15.1F5-S8,MX960,CLMDOH44
AS209,AGW,SPOK-AGW1,21.2R3-S9.20,MX960,SPKNWA01
AS209,PRIV,FRP-PRIV-14,6.7.3[Default],ASR9K,FRPKGACX
AS209,VIRR,DCA-VIRR-01,23.4R2-S4.11,VRR,WASIDCRG
AS3549,CR,CHI1-CR2,18.2R3-S8.5,MX960,CHCGILCP
AS3356,EBR,EBR3.SJO5,23.10.R6,7950-XRS-20,SNTDCADZ
AS209,DSL-GW,TCSO-DSL-GW29.TCSO.QWEST.NET,21.2R3-S9.20,MX480,TCSNAZ64
AS3549,CR,ROC1-CR2,15.1F5-S8,MX480,GATSNYAO
AS3549,ESP,ESP3.NWR1,16.0.R15,7750-SR-12,NWRKNJMD
AS3549,VAR,VAR2.PIT1,21.4R3-S8.4,MX10003,PITEPADT
AS209,AGW,DVNP-AGW2,21.2R3-S3.5,MX960,BTNDIAUT
AS209,PRIV,MIN5-PRIV-14,6.7.3[Default],ASR9K,STPLMNMK
AS3549,MAR,MAR3.NYC1,11.4R8.4,M120,NYCMNY83
AS209,EDGE,HLN2-EDGE-02,21.2R3-S3.5,MX960,HLNAMTMA
AS3549,VAR,VAR1.JAN1,21.2R3-S9.21,MX104,JCSNMSHA
AS209,DSL-GW,BLNG-DSL-GW07.BLNG.QWEST.NET,12.2(31)SB6,7206VXR,BLNGMTSG
AS3549,PR,PR2.CLE1,10.0S27.2,M10i,CLEVOHIB
AS209,PRIV,LSV2-PRIV-10,6.7.3[Default],ASR9K,LSVGNVXB
AS3549,AR,FTW1-AR2,19.1R2-S3,MX480,FTWOTXFO
AS3549,AR,MEM4-AR1,19.1R2-S3,MX960,MMPKTNVZ
AS3549,ES,PHX2-ES32,23.4R2-S3.10-EVO,ACX7100-32C,PHNHAZVA
AS3549,PR,PR3.SEA1,10.0S27.2,M10i,STTLWAWB
AS3549,ES,WDC111-ES2,20.2X4.1,ACX5448,ASBNVAMG
AS209,EDGE,HLN2-EDGE-01,15.1R4-S7,M320,HLNAMTMA
AS209,DSL-GW,STPL-DSL-GW22.STPL.QWEST.NET,19.4R3-S3.3,MX480,STPLMNMK
AS209,EDGE,JFK2-EDGE-03,21.2R3-S3.5,MX2010,NYCMNYAA
AS3549,AR,LEX1-AR4,14.1R8.6,M120,LXTNKY21
AS3549,CR,DEN1-CR1,18.2R3-S8.5,MX960,AURSCOFW
AS3549,AR,LAS1-AR2,14.1R8.6,M120,LSVKNV99
AS3549,AR,BGM1-AR1,21.2R3-S9.20,MX960,BNGHNYHN
AS3549,AR,BTV1-AR1,21.2R3-S9.20,MX960,SBTNVTDP
AS209,EDGE,BOI2-EDGE-04,21.2R3-S9.20,MX960,BOISIDMA
AS3549,SCR,SCR1.CLB2,21.4R3-S8.4,MX10003,CLMDOH44
AS3549,AR,TOR1-AR1,19.1R2-S3,MX960,TORVONRF
AS209,PRIV,CLE-PRIV-12,6.7.3[Default],ASR9K,CLEYOHDH
AS3549,AR,LEX1-AR1,19.1R2-S3,MX960,LXTNKY21
AS209,AGW,DESM-AGW1,21.2R3-S9.20,MX960,DESMIADT
AS3549,AR,TUS3-AR1,19.1R2-S3,MX960,TCSMAZSJ
AS209,DSL-GW,CDRR-DSL-GW16.CDRR.QWEST.NET,12.2(33)SB13,C10008,CDRRIADT
AS209,DSL-GW,BLNG-DSL-GW11.BLNG.QWEST.NET,12.2(31)SB8,7206VXR,BLNGMTSG
AS3549,AR,FTL2-AR1,19.1R2-S3,MX960,TMRCFL03
AS209,SVCS,HNL-SVCS-10,12.3R4.6,MX80,HNLLHIEL
AS3356,EBR,EBR4.SJO5,23.10.R6,7950-XRS-20,SNTDCADZ
AS3356,EBR,EBR1.NYC6,23.10.R8,7750-SR-7s,NYCPNYYK
AS209,PRIV,TPA-PRIV-12,6.7.3[Default],ASR9K,TAMRFLIY
AS3549,CR,FRS1-CR1,15.1F5-S8,MX960,FRSNCAVV
AS3549,AR,IRV1-AR3,14.1R8.6,M320,IRVECAJT
AS3549,CR,GRN1-CR2,18.2R3-S8.5,MX960,GNVLSCHP
AS209,SVCS,ANC-SVCS-10,12.3R4.6,MX80,ANCRAKXE
AS3549,CR,LCH1-CR1,15.1F5-S8,MX480,LKCHLAWU
AS209,AGW,DVNP-AGW1,21.2R3-S3.5,MX960,BTNDIAUT
AS209,PCOR,DCA-PCOR-21,16.0.R20,7950-XRS-20,WASIDCRG
AS3549,PR,PR3.CHI1,10.0S27.2,M10i,CHCGILCN
AS209,AGW,DESM-AGW2,21.2R3-S3.5,MX960,DESMIADT
AS209,DSL-GW,TUKW-DSL-GW66.TUKW.QWEST.NET,19.4R3-S3.3,MX480,TKWLWALL
AS3549,ESP,ESP1.STM1,16.0.R15,7750-SR-12,SMFRCTPU
AS3549,CR,IND1-CR2,15.1F5-S8,MX960,IPLTINSD
AS209,VIRR,JFK2-VIRR-02,23.4R2-S4.11,VRR,NYCMNYAA
AS3549,AR,DAL1-AR1,15.1F5-S7.1,MX480,DLLFTXFQ
AS209,DSL-GW,BOID-DSL-GW11.BOID.QWEST.NET,12.2(33)SB13,C10008,BOISIDMA
AS209,PRIV,SFD-PRIV-13,6.7.3[Default],ASR9K,SFLDMIBV
AS3549,ER,MON1-ER1,21.2R3-S9.20,MX960,LCHNPQEQ
AS209,DSL-GW,LSV2-DSL-GW06.LSV2.QWEST.NET,21.2R3-S9.20,MX480,LSVGNVXB
AS3356,EBR,EBR4.ATL2,23.10.R6,7950-XRS-20,ATLDGAUY
AS3549,AR,SPK1-AR3,14.1R8.6,M120,SPKNWAVR
AS3549,AR,BLT1-AR3,21.2R3-S9.20,MX480,BLTMMDDN
AS3549,AR,SEA4-AR2,19.1R2-S3,MX960,STTLWA06
AS209,PRIV,TUK-PRIV-16,6.7.3[Default],ASR9K,TKWLWALL
AS209,PRIV,SVL-PRIV-14,6.7.3[Default],ASR9K,SNVACAHZ
AS3549,VAR,VAR2.CED1,21.4R3-S8.4,MX10003,CDRRIADT
AS3549,SCR,SCR2.CLT2,16.0.R20,7750-SR-12e,CHRMNC72
AS209,PRIV,CER-PRIV-15,6.7.3[Default],ASR9K,CHCGILDT
AS3549,PR,PR1.NYC6,21.2R3-S9.21,MX104,NYCPNYYK
AS3549,VAR,VAR2.BOI3,21.4R3-S8.4,MX10003,BOISIDMA
AS3549,AR,GRB4-AR1,19.1R2-S3,MX960,APPLWIFI
AS3549,AR,BRK1-AR3,15.1F5-S7.1,MX480,BRFDWIJZ
AS3549,AR,SEA4-AR1,19.1R2-S3,MX960,STTLWA06
AS209,PRIV,SXF-PRIV-11,6.7.3[Default],ASR9K,SXFLSDNW
AS209,DSL-GW,BOID-DSL-GW12.BOID.QWEST.NET,12.2(33)SB13,C10008,BOISIDMA
AS3549,AR,JAX1-AR2,19.1R2-S3,MX480,JCVLFLWF
AS3356,EBR,EBR4.MIA1,23.10.R6,7950-XRS-20,MIATFLAD
AS3549,VAR,VAR2.CLE5,21.4R3-S8.4,MX10003,CLEVOH97
AS3549,AR,IRV1-AR4,15.1F5-S7.1,MX480,IRVECAJT
AS209,EDGE,KCM-EDGE-19,21.2R3-S3.5,MX960,KSCAMO96
AS3549,CR,AUS1-CR1,18.2R3-S8.5,MX960,AUSWTXSZ
AS209,VIRR,LSV2-VIRR-01,23.4R2-S4.11,VRR,LSVGNVXB
AS3549,MAR,MAR1.CIN1,11.4R8.4,M120,CNCNOHBV
AS3549,VAR,VAR32.PHX57,22.4R3-S6.5,MX304,TEMPAZBQ
AS3549,VAR,VAR3.CHI11,22.4R3-S6.5,MX10004,CHCTILWC
AS3549,AR,LAX2-AR1,19.1R2-S3,MX960,LSANCAJW
AS209,DSL-GW,BLNG-DSL-GW04.BLNG.QWEST.NET,12.2(31)SB6,7206VXR,BLNGMTSG
AS3549,ES,LAX1-ES31,23.4R2-S3.10-EVO,ACX7100-32C,LSANCARC
AS209,SVCS,EUG2-SVCS-10,15.1F6-S6.4,MX480,EUGNOR53
AS3549,AR,DAL1-AR4,14.1R8.6,M120,DLLFTXFQ
AS209,EDGE,TUK-EDGE-15,21.2R3-S3.5,MX480,TKWLWALL
AS3549,CR,CNC1-CR1,15.1F5-S8,MX480,CNCNOHRN
AS3549,CR,SLO1-CR1,18.2R3-S8.5,MX960,SNLOCAFK
AS3356,EBR,EBR4.SEA1,23.10.R6,7950-XRS-20,STTNWAHO
AS3549,ES,LAX1-ES32,23.4R2-S3.10-EVO,ACX7100-32C,LSANCARC
AS209,PRIV,TUK-PRIV-15,6.7.3[Default],ASR9K,TKWLWALL
AS209,DSL-GW,BSMR-DSL-GW09.BSMR.QWEST.NET,12.2(33)SB13,C10008,BSMRNDCP
AS3356,EBR,EBR1.CLE1,23.10.R6,7950-XRS-20,CLEVOH97
AS209,PCOR,SEA-PCOR-21,16.0.R20,7950-XRS-20,STTLWAWB
AS3549,AR,ONT1-AR4,14.1R8.6,M120,ONTRCAFX
AS209,SVCS,DVN-SVCS-10,15.1F6-S6.4,MX480,BTNDIAUT
AS3549,CR,BHM1-CR1,15.1F5-S8,MX960,BRHMAL06
AS209,DSL-GW,ALBQ-DSL-GW37.ALBQ.QWEST.NET,12.2(33)SB13,C10008,ALBQNMPC
AS3549,VAR,VAR4.LAS4,22.4R3-S6.5,MX10004,NLVGNVBV
AS209,PCOR,FRP-PCOR-20,16.0.R20,7950-XRS-40,FRPKGACX
AS209,PRIV,SEO2-PRIV-20,16.0.R15,7750-SR-7,SEOLKOTY
AS209,DSL-GW,BLNG-DSL-GW05.BLNG.QWEST.NET,12.2(31)SB6,7206VXR,BLNGMTSG
AS209,PCOR,SEA-PCOR-20,16.0.R20,7950-XRS-20,STTLWAWB
AS209,SVCS,HLR-SVCS-13,15.1F6-S6.4,MX960,HLRNCOFP
AS209,SVCS,HLR-SVCS-12,15.1F6-S6.4,MX960,HLRNCOFP
AS209,EDGE,DCA-EDGE-24,21.2R3-S3.5,MX480,WASIDCRG
AS3549,ES,LAS5-ES32,23.4R2-S3.10-EVO,ACX7100-32C,ETRPNVMA
AS209,PCOR,ANC-PCOR-01,15.1F6-S6.4,MX480,ANCRAKXE
AS3549,VAR,VAR2.LOU4,21.4R3-S8.4,MX10003,LSVNKYGI
AS3549,SCR,SCR3.ORL1,21.4R3-S8.4,MX10003,ORLFFLEJ
AS3549,AR,GRN1-AR2,19.1R2-S3,MX480,GNVLSCHP
AS209,DSL-GW,TUKW-DSL-GW67.TUKW.QWEST.NET,19.4R3-S3.3,MX480,TKWLWALL
AS209,SVCS,FAR2-SVCS-10,15.1F6-S6.4,MX480,FARGNDBC
AS209,EDGE,JCV-EDGE-01,21.2R3-S3.5,MX480,JCVLFLJB
AS209,EDGE,POR-EDGE-13,21.2R3-S3.5,MX960,PTLDOR61
AS3549,ES,MSP2-ES31,23.4R2-S3.10-EVO,ACX7100-32C,MPLSMNCD
AS209,PCOR,ATL-PCOR-21,16.0.R20,7950-XRS-20,ATLNGAMA
AS3549,PR,PR4.CHI1,10.0S27.2,M10i,CHCGILCN
AS3549,VAR,VAR4.SEA5,22.4R3-S6.5,MX10004,STTNWAHO
AS3549,AR,GSO1-AR2,19.1R2-S3,MX960,GNBPNCDN
AS3549,ER,BLT1-ER1,15.1F5-S7.1,MX480,BLTMMDDN
AS209,AGW,HLRN-AGW1,21.2R3-S9.20,MX2010,HLRNCOFP
AS209,EDGE,HLR-EDGE-12,21.2R3-S3.5,MX480,HLRNCOFP
AS3549,ER,BTV1-ER1,19.1R2-S3,MX960,SBTNVTDP
AS3549,AR,OAK1-AR3,14.1R8.6,M320,OKLDCAEB
AS209,DSL-GW,BOID-DSL-GW08.BOID.QWEST.NET,12.2(33)SB13,C10008,BOISIDMA
AS3549,AR,LAS1-AR1,15.1F5-S7.1,MX960,LSVKNV99
AS3549,ESP,ESP1.OMA1,16.0.R15,7750-SR-12,BLLVNEBL
AS3549,ESP,ESP11.CHI3,16.0.R15,7750-SR-12,CHCGILCN
AS3356,EBR,EBR3.TUS1,23.10.R6,7950-XRS-20,TUSTCAFT
AS3356,EBR,EBR4.NYC1,23.10.R6,7950-XRS-20,NYCMNY83
AS3549,VAR,VAR1.STL1,21.4R3-S8.4,MX10003,STLSMOPL
AS3549,AR,JAX1-AR3,14.1R8.6,M120,JCVLFLWF
AS209,SVCS,EWS3-SVCS-10,15.1F6-S6.4,MX480,NWRKNJMD
AS3549,SCR,SCR2.MIA1,15.1F5-S8,T640,MIATFLAD
AS209,EDGE,SLC2-EDGE-05,21.2R3-S3.5,MX960,SLKDUTUY
AS3549,AR,RDU1-AR1,19.1R2-S3,MX960,RLGHNCJY
AS3549,VAR,VAR4.TAL1,21.4R3-S8.4,MX10003,TLHSFLPW
AS209,EDGE,DAL-EDGE-18,21.2R3-S9.20,MX960,DLLSTX37
AS3549,VAR,VAR3.ATL12,22.4R3-S6.5,MX10004,ATLDGAUY
AS3549,PR,PR2.LAX4,21.2R3-S9.21,MX104,ANHNCA03
AS3549,AR,ORL1-AR2,15.1F5-S7.1,MX960,ORLFFLHX
AS3549,AR,CMH2-AR4,14.1R8.6,M120,CLMCOHIB
AS3549,VAR,VAR2.NYC2,21.4R3-S8.4,MX960,NYCLNYJW
AS209,AGW,SLCY-AGW2,21.2R3-S9.20,MX2010,SLKDUTUY
AS3356,EBR,EBR2.HON1,22.4R3-S6.5,PTX10008,MLUAHIAK
AS3549,AR,CHI1-AR4,14.1R8.6,M120,CHCGILCP
AS3549,AR,DAY1-AR3,14.1R8.6,M120,DYTNOHKT
AS209,AGW,FTMY-AGW2,21.2R3-S3.5,MX2010,FTMYFLXA
AS209,DSL-GW,BOID-DSL-GW01.BOID.QWEST.NET,12.2(33)SB13,C10008,BOISIDMA
AS3549,AR,AUS1-AR3,14.1R8.6,M320,AUSWTXSZ
AS3549,AR,WCH1-AR1,19.1R2-S3,MX960,WCHUKSHH
AS3356,EBR,EBR4.WDC111,23.10.R6,7750-SR-7s,ASBNVAMG
AS3549,AR,AUS1-AR4,21.2R3-S9.20,MX480,AUSWTXSZ
AS3549,SCR,SCR4.ORL1,21.4R3-S8.4,MX10003,ORLFFLEJ
AS3549,SCR,SCR3.CHI1,18.2R3-S8.5,MX960,CHCGILCN
AS3549,SCR,SCR2.ELP1,21.4R3-S8.4,MX10003,ELPUTXAY
AS209,DSL-GW,CDRR-DSL-GW09.CDRR.QWEST.NET,12.2(33)SB13,C10008,CDRRIADT
