location_code,short_name,location_name,address,address_2,city,state,postal_code,country,timezone_name,timezone_offset,latitude,longitude,region
GRTWTXNO,aus9,Austin9,201 BLUE RIDGE DR,,GEORGETOWN,TEXAS,78626,US,CENTRAL TIME,-6,30.60214,-97.677162,
RCMEVAPO,rch5,Richmond5,727 HOSPITAL ST,,RICHMOND,VIRGINIA,23219,US,EASTERN TIME,-5,37.55093,-77.42643,
WVRLVA01,wav1,Waverly1,4398 GENERAL MAHONE HWY,,WAVERLY,VIRGINIA,23890,US,EASTERN TIME,-5,37.06002,-77.128052,
BYKNVAAA,bvl1,Branchville1,13615 HUGO RD,,BRANCHVILLE,VIRGINIA,23828,US,EASTERN TIME,-5,36.55291,-77.285019,
RCMTNCCF,rcm1,RockyMount1,100 W GOLDLEAF ST,,ROCKY MOUNT,NORTH CAROLINA,27804,US,EASTERN TIME,-5,35.946278,-77.793816,
CPHLNCFV,ral6,Raleigh6,6102 OLD GREENSBORO RD,,CHAPEL HILL,NORTH CAROLINA,27516,US,EASTERN TIME,-5,35.895451,-79.2257,
GNBONCRR,gbo3,Greensboro3,201 CREEK RIDGE RD,Level 3,GREENSBORO,NORTH CAROLINA,27406,US,EASTERN TIME,-5,36.029202,-79.794548,
GNBPNCGI,gbo4,Greensboro4,115 W FLORIDA ST,,GREENSBORO,NORTH CAROLINA,27406,US,EASTERN TIME,-5,36.04866,-79.793068,
WNSLNC02,wns1,WinstonSalem1,133 HICKS ST,,WINSTON SALEM,NORTH CAROLINA,27101,US,EASTERN TIME,-5,36.095905,-80.210342,
MKVLNC02,wns2,WinstonSalem2,2475 MILLING RD,,MOCKSVILLE,NORTH CAROLINA,27028,US,EASTERN TIME,-5,35.92445,-80.484245,
CHRMNCLQ,clt4,Charlotte4,112 N MYERS ST,WILLIAMS POP,CHARLOTTE,NORTH CAROLINA,28202,US,EASTERN TIME,-5,35.221432,-80.835274,
SYRVNJFC,nwr8,Newark8,809 ERNSTON RD,,SAYREVILLE,NEW JERSEY,8859,US,EASTERN TIME,-5,40.46109,-74.280945,
CHCNIL23,chi23,Chicago23,700 S FEDERAL ST,,CHICAGO,ILLINOIS,60605,US,CENTRAL TIME,-6,41.873379,-87.629799,
ROCHNYQI,rcs1,Rochester1,I-90,SCOTTSVILLE SERVICE AREA,ROCHESTER,NEW YORK,14546,US,EASTERN TIME,-5,43.040279,-77.716393,
ROCHNYEH,rcs2,Rochester2,1 W MAIN ST,FOUR CORNERS BLDG.,ROCHESTER,NEW YORK,14614,US,EASTERN TIME,-5,43.155548,-77.612869,
BRUCFLAA,brc1,Bruce1,9900 STHWY 20,,BRUCE,FLORIDA,32455,US,CENTRAL TIME,-6,30.472748,-85.9702,
SOLKTXES,ftw6,FortWorth6,500 W DOVE RD,,SOUTHLAKE,TEXAS,76092,US,CENTRAL TIME,-6,32.972038,-97.156715,
BWTPNJ81,nwr9,Newark9,765 US HIGHWAY 202,,BRIDGEWATER,NEW JERSEY,8807,US,EASTERN TIME,-5,40.56982,-74.670189,
TULUOKYQ,tul4,Tulsa4,100 S CINCINNATI AVE,,TULSA,OKLAHOMA,74103,US,CENTRAL TIME,-6,36.156059,-95.989708,
NWHNCTCR,nhv1,NewHaven1,54 MEADOW ST,,NEW HAVEN,CONNECTICUT,6519,US,EASTERN TIME,-5,41.29985,-72.926384,
LKWDCO18,den11,Denver11,928 QUAIL ST,,LAKEWOOD,COLORADO,80215,US,MOUNTAIN TIME,-7,39.73111,-105.123039,
LXTNKYPP,lex2,Lexington2,101 ALEXANDRIA DR,AT&T POP,LEXINGTON,KENTUCKY,40510,US,EASTERN TIME,-5,38.079617,-84.545998,
GLFNNYAQ,mor2,Moreau2,227 DIX AVE,,GLENS FALLS,NEW YORK,12801,US,EASTERN TIME,-5,43.316841,-73.62178,
RTLDVTDQ,rut1,Rutland1,299 N MAIN ST,,RUTLAND,VERMONT,5701,US,EASTERN TIME,-5,43.630402,-72.976662,
NWHNVTHR,btv2,Burlington2,ROUTE 17,,NEW HAVEN,VERMONT,5472,US,EASTERN TIME,-5,44.122917,-73.168938,
WASHDC12,wdc20,Washington20,1275 K ST NW,,WASHINGTON,DISTRICT OF COLUMBIA,20005,US,EASTERN TIME,-5,38.902908,-77.029144,
STBGCOAC,den12,Denver12,2598 S CORD 157,,STRASBURG,COLORADO,80136,US,MOUNTAIN TIME,-7,39.668819,-104.322182,
FLGLCOAC,flg1,Flagler1,7250 COUNTY ROAD HH,,FLAGLER,COLORADO,80815,US,MOUNTAIN TIME,-7,39.476112,-103.066269,
GDLDKSBA,gdl1,Goodland1,5655 COUNTY RD 16,,GOODLAND,KANSAS,67735,US,MOUNTAIN TIME,-7,39.336517,-101.78228,
GAFDKSAB,gfd1,Grainfield1,1102 CORD 50,,GRAINFIELD,KANSAS,67737,US,CENTRAL TIME,-6,39.052425,-100.445175,
ELLSKSAA,eli1,Ellis1,RURAL ROUTE 1 & N385720 W1002643,,ELLIS,KANSAS,67637,US,CENTRAL TIME,-6,38.939041,-99.559341,
ELLNKSAA,eln1,Ellinwood1,1150 E BARTON COUNTY RD,,ELLINWOOD,KANSAS,67526,US,CENTRAL TIME,-6,38.361946,-98.562996,
NWTNKSCM,nwt1,Newton1,937 FALCON,,NEWTON,KANSAS,67114,US,CENTRAL TIME,-6,38.20903,-97.262711,
MLLRKSAA,mll1,Miller1,1836 ROAD 330,,READING,KANSAS,66868,US,CENTRAL TIME,-6,38.638531,-96.037949,
TPKAKSSU,top2,Topeka2,101 SE MONROE ST,,TOPEKA,KANSAS,66603,US,CENTRAL TIME,-6,39.057541,-95.667953,
ISLWENAB,lon5,London5,1 GRANT WAY.,,ISLEWORTH,ENGLAND,TW7 5QD,GB,GMT,0,51.48,-0.3,
WLPTPAGN,wlp1,Williamsport1,344 E 4TH ST,,WILLIAMSPORT,PENNSYLVANIA,17701,US,EASTERN TIME,-5,41.244381,-76.996834,
DAVLPABC,bmb1,Bloomsburg1,312 PINE ST,,DANVILLE,PENNSYLVANIA,17821,US,EASTERN TIME,-5,40.960857,-76.615555,
WHZLPAAN,hzl1,Hazleton1,200 E HEMLOCK ST,,HAZLETON,PENNSYLVANIA,18201,US,EASTERN TIME,-5,40.955544,-75.969688,
RSTNVAKL,wdc21,Washington21,1780 BUSINESS CENTER DR,DUPONT FABROS VA3,RESTON,VIRGINIA,20190,US,EASTERN TIME,-5,38.94846,-77.327225,
Z0011115,tul5,Tulsa5,11721 S  95TH EAST AVE,,BIXBY,OKLAHOMA,74008,US,MST,-7,35.993774,-95.871147,
WNDRGAXA,wnd1,Winder1,74 WOODLAWN AVE,,WINDER,GEORGIA,30680,US,EASTERN TIME,-5,33.994087,-83.721123,
EVRTWARG,evr2,Everett2,11781 HARBOUR REACH DR,,MUKILTEO,WASHINGTON,98275,US,PACIFIC TIME,-8,47.89204,-122.296593,
EVRTWAXA,evr3,Everett3,426 E CASINO RD,,EVERETT,WASHINGTON,98208,US,PACIFIC TIME,-8,47.921051,-122.226982,
RCSOTX02,dal15,Dallas15,3510 WYNDHAM LN,,RICHARDSON,TEXAS,75082,US,CENTRAL TIME,-6,32.999538,-96.686752,
TULSOK35,tul6,Tulsa6,100 W 5TH ST,,TULSA,OKLAHOMA,74103,US,CENTRAL TIME,-6,36.150429,-95.991531,
CLCYCAGU,lax24,LosAngeles24,12800 CULVER BLVD,,LOS ANGELES,CALIFORNIA,90066,US,PACIFIC TIME,-8,33.983849,-118.425369,
GSVLFLMA,gsv1,Gainesville1,400 SW 2ND AVE,,GAINESVILLE,FLORIDA,32601,US,EASTERN TIME,-5,29.65045,-82.328979,
AGSTGAMT,ags1,Augusta1,937 GREENE ST,,AUGUSTA,GEORGIA,30901,US,EASTERN TIME,-5,33.474632,-81.969719,
MTPRILDD,chi24,Chicago24,800 E BUSINESS CENTER DR,,MOUNT PROSPECT,ILLINOIS,60056,US,CENTRAL TIME,-6,42.077969,-87.923492,
TAMPFLLC,tmp10,Tampa10,5401 W KENNEDY BLVD,,TAMPA,FLORIDA,33609,US,EASTERN TIME,-5,27.94557,-82.534431,
KNTNTXRO,ebn2,EastBernard2,11676 HWY 59 N,,KENDLETON,TEXAS,77417,US,CENTRAL TIME,-6,29.462626,-95.973701,
MOORTXAD,moo1,Moore1,8535 N USHWY 35,,MOORE,TEXAS,78057,US,CENTRAL TIME,-6,29.089621,-98.956245,
ARWLTXAD,awl1,ArtesiaWells1,19770 S IH 35,,ARTESIA WELLS,TEXAS,78001,US,CENTRAL TIME,-6,28.280001,-99.286003,
LARDTXXM,lrd1,Laredo1,518 FARRAGUT ST,,LAREDO,TEXAS,78040,US,CENTRAL TIME,-6,27.505678,-99.500969,
ZPTATXZA,zpt1,Zapata1,901 HIDALGO BLVD,,ZAPATA,TEXAS,78076,US,CENTRAL TIME,-6,26.904348,-99.268105,
RGCYTX01,rgc1,RioGrandeCity1,SE CORNER OF 83 & FM 1430,,RIO GRANDE CITY,TEXAS,77007,US,CENTRAL TIME,-6,26.436895,-98.747353,
HRLNTXKX,hrl1,Harlingen1,514 E MONROE AVE,,HARLINGEN,TEXAS,78550,US,CENTRAL TIME,-6,26.193789,-97.691002,
ARMSTXAB,krh1,KingRanch1,HIGHWAY 77 @ NORIAS RD,,ARMSTRONG,TEXAS,78338,US,CENTRAL TIME,-6,26.786039,-97.77494,
RVRATXXA,rva1,Riviera1,RIVIERA @ (78379),,RIVIERA,TEXAS,78379,US,CENTRAL TIME,-6,27.301111,-97.821945,
CRCITXJY,crc2,CorpusChristi2,4901 WESTWAY DR,,CORPUS CHRISTI,TEXAS,78408,US,CENTRAL TIME,-6,27.792826,-97.451576,
REFGTX02,rfg1,Refugio1,5.5 MILES NO OF REFUGIO & NORTH BOUND US HWY 77,,REFUGIO,TEXAS,78377,US,CENTRAL TIME,-6,28.302216,-97.274429,
EDNATXAO,edn1,Edna1,US HWY 59 & FM 234 W,,EDNA,TEXAS,77957,US,CENTRAL TIME,-6,28.959812,-96.687714,
CARTNJAA,nwr10,Newark10,1400 FEDERAL BLVD,,CARTERET,NEW JERSEY,7008,US,EASTERN TIME,-5,40.584648,-74.24324,
NRCRGAEM,atl13,Atlanta13,3845 PLEASANTDALE RD,BUILDING WEST,ATLANTA,GEORGIA,30340,US,EASTERN TIME,-5,33.89584,-84.23896,
BCYNPATV,phi10,Philadelphia10,10 MONUMENT RD,,BALA CYNWYD,PENNSYLVANIA,19004,US,EASTERN TIME,-5,40.007397,-75.213966,
WASHDCNB,wdc22,Washington22,4001 NEBRASKA AVE NW,,WASHINGTON,DISTRICT OF COLUMBIA,20016,US,EASTERN TIME,-5,38.940338,-77.08107,
BRBNCAAB,lax25,LosAngeles25,3000 W ALAMEDA AVE,,BURBANK,CALIFORNIA,91505,US,PACIFIC TIME,-8,34.156345,-118.33329,
CHCHILHZ,chi25,Chicago25,454 N COLUMBUS DR,,CHICAGO,ILLINOIS,60611,US,CENTRAL TIME,-6,41.890072,-87.621033,
WHFRCTWY,hfd4,Hartford4,1422 NEW BRITAIN AVE,,WEST HARTFORD,CONNECTICUT,6110,US,EASTERN TIME,-5,41.728161,-72.759453,
FTWOTX83,ftw7,FortWorth7,3900 BARNETT ST,NBC 5- KXAS TV,FORT WORTH,TEXAS,76103,US,CENTRAL TIME,-6,32.748577,-97.264748,
SNJPCAUT,sjo12,SanJose12,2450 N 1ST ST,,SAN JOSE,CALIFORNIA,95131,US,PACIFIC TIME,-8,37.38203,-121.923294,
SNDJCATK,sdg6,SanDiego6,225 BROADWAY,,SAN DIEGO,CALIFORNIA,92101,US,PST,-8,32.715698,-117.162575,
MRMRFLFO,mia12,Miami12,15000 SW 27TH ST,,MIRAMAR,FLORIDA,33027,US,EASTERN TIME,-5,25.984268,-80.345901,
FTLENJ20,nwr11,Newark11,2200 FLETCHER AVE,,FORT LEE,NEW JERSEY,7024,US,EASTERN TIME,-5,40.86034,-73.970398,
WNCHVACQ,wnc1,Winchester1,1039 N FREDERICK PIKE,,WINCHESTER,VIRGINIA,22603,US,EASTERN TIME,-5,39.20306,-78.166718,
FRRYVAAJ,frr1,FrontRoyal1,633 S ROYAL AVE,,FRONT ROYAL,VIRGINIA,22630,US,EASTERN TIME,-5,38.909744,-78.195984,
HRBGVAEJ,hrb1,Harrisonburg1,160 N MASON ST,,HARRISONBURG,VIRGINIA,22802,US,EASTERN TIME,-5,38.450588,-78.865631,
STRSFRAB,stt1,Strasbourg1,DE LA PLAINE DES BOUCHERS RUE 93,,STRASBOURG,BAS-RHIN,67100,FR,CET  CENTRAL EUROPEAN,1,48.5564,7.73831,
STNGENAA,stn1,Sittingbourne1,LOT C3 CASTLE RD,,SITTINGBOURNE,KENT,ME10 3TB,GB,"DUBLIN,EDINBURGH,LONDON,LISBON",0,51.346939,0.75218,
STTNVA14,sta1,Staunton1,620 FRASER LN,,STAUNTON,VIRGINIA,24401,US,EASTERN TIME,-5,38.17556,-79.058273,
LXTNVA02,lxv1,LexingtonVA1,722 S MAIN ST,,LEXINGTON,VIRGINIA,24450,US,EASTERN TIME,-5,37.77314,-79.448624,
RONKVA49,rnk1,Roanoke1,2151 HOLLINS RD NE,,ROANOKE,VIRGINIA,24012,US,EASTERN TIME,-5,37.293179,-79.925224,
BSSTVA01,bss1,Bassett1,9467 VIRGINIA AVE,,BASSETT,VIRGINIA,24055,US,EASTERN TIME,-5,36.797581,-79.937248,
UTICNYEV,utc1,Utica1,232.85 MP 28285 EXIT 31,,UTICA,NEW YORK,13501,US,EASTERN TIME,-5,43.09774,-75.226318,
DRFDNYAD,utc2,Utica2,1000 FIREHOUSE RD,,DEERFIELD,NEW YORK,13502,US,EASTERN TIME,-5,43.125332,-75.20694,
BDPSHU08,bdp1,Budapest1,13 ASZTALOS S?ÅNDOR UTCA,,BUDAPEST,BUDAPEST,1087,HU,PACIFIC TIME,-8,47.449001,19.10743,
CPNHDKAP,cop2,Copenhagen2,100 SYDVESTVEJ,,GLOSTRUP,CAPITAL,2600,DK,CET  CENTRAL EUROPEAN,1,55.661911,12.37738,
BUDEENAA,bud1,Bude1,OLD STATION YARD,,BUDE,CORNWALL,EX23 8PQ,GB,"DUBLIN,EDINBURGH,LONDON,LISBON",0,50.820911,-4.53614,
SNARTXSQ,sat2,SanAntonio2,1203 N FRIO ST,WILLIAMS POP,SAN ANTONIO,TEXAS,78207,US,CENTRAL TIME,-6,29.438219,-98.506638,
DAVLVAEX,dan1,Danville1,569 IRIS CT,,DANVILLE,VIRGINIA,24540,US,EASTERN TIME,-5,36.630302,-79.412201,
ORLFFLLN,orl8,Orlando8,510 COLUMBIA ST,,ORLANDO,FLORIDA,32805,US,EASTERN TIME,-5,28.527065,-81.385117,
CHHMVACC,chh1,Chatham1,1081 TRANSCO RD,,CHATHAM,VIRGINIA,24531,US,EASTERN TIME,-5,36.833611,-79.338333,
ATLBGAUV,atl14,Atlanta14,1802 BRIARCLIFF RD NE,,ATLANTA,GEORGIA,30329,US,EASTERN TIME,-5,33.805622,-84.336548,
RCMEVAVK,rch6,Richmond6,1706 BELLEVILLE ST,,RICHMOND,VIRGINIA,23230,US,EASTERN TIME,-5,37.57336,-77.473381,
MNTSFRAA,mns1,Montseret1,DE LA MER RTE,,MONTSERET,LANGUEDOC-ROUSSILLON,11200,FR,CET  CENTRAL EUROPEAN,1,43.100159,2.809323,
HYMRVAAP,wdc23,Washington23,7412 GALLERHER RD,,GAINESVILLE,VIRGINIA,20155,US,EASTERN TIME,-5,38.797997,-77.615067,
HGTWMDPP,hgt1,Hagerstown1,1265 MARYLAND AVE,BUILDING EQUIPMENT,HAGERSTOWN,MARYLAND,21740,US,EASTERN TIME,-5,39.616138,-77.73967,
MNSSVAGR,mnz1,Manassas1,10699 PIPER LN,,BRISTOW,VIRGINIA,20136,US,EASTERN TIME,-5,38.72625,-77.526779,
BLRSPAAF,gtb1,Gettysburg1,450 HARBAUGH VALLEY RD,,FAIRFIELD,PENNSYLVANIA,17320,US,EASTERN TIME,-5,39.729019,-77.434753,
WHPSVAAD,wnc2,Winchester2,715 BERRYS FERRY RD,,WHITE POST,VIRGINIA,22663,US,EASTERN TIME,-5,39.059711,-78.094635,
MBRGPAAB,har2,Harrisburg2,5450 CARLISLE PIKE,BUILDING 308,MECHANICSBURG,PENNSYLVANIA,17050,US,EASTERN TIME,-5,40.239647,-76.983337,
LMYNPABN,har3,Harrisburg3,800 AYERS AVE,,LEMOYNE,PENNSYLVANIA,17043,US,EASTERN TIME,-5,40.239071,-76.897202,
WHCKTN04,nvl7,Nashville7,575 HICKORY HILLS BLVD,,WHITES CREEK,TENNESSEE,37189,US,CENTRAL TIME,-6,36.282341,-86.797073,
LSAGCACU,lax26,LosAngeles26,3440 MOTOR AVE,,LOS ANGELES,CALIFORNIA,90034,US,PACIFIC TIME,-8,34.027054,-118.408989,
TRUCCADH,trc1,Truckee1,10136 HIRSCHDALE RD,,TRUCKEE,CALIFORNIA,96161,US,PACIFIC TIME,-8,39.38213,-120.082153,
WSSDFLAE,tmp11,Tampa11,4201 N DALE MABRY HWY,,TAMPA,FLORIDA,33607,US,EASTERN TIME,-5,27.978697,-82.502991,
GNBGLAAA,gnb1,GreensburgLA1,29505 HIGHWAY 43,,GREENSBURG,LOUISIANA,70441,US,CENTRAL TIME,-6,30.992304,-90.699203,
GNBYWIMF,grb1,GreenBay1,2020 ANGIE AVE,,GREEN BAY,WISCONSIN,54302,US,CENTRAL TIME,-6,44.529839,-87.98912,
AGSTGAGH,ags2,Augusta2,419 11TH ST,,AUGUSTA,GEORGIA,30901,US,EASTERN TIME,-5,33.474495,-81.972366,
SVNHGAHZ,svn1,Savannah1,81 ROSS RD,,SAVANNAH,GEORGIA,31405,US,EASTERN TIME,-5,32.05135,-81.124138,
TTVLFLCJ,ttv1,Titusville1,435 DUMMITT AVE,,TITUSVILLE,FLORIDA,32796,US,EASTERN TIME,-5,28.61054,-80.810921,
CHVLVAMZ,cho2,Charlottesville2,969 2ND ST SE,,CHARLOTTESVILLE,VIRGINIA,22902,US,EASTERN TIME,-5,38.023834,-78.483627,
BRFDCOBX,brm2,Broomfield2,292 INTERLOCKEN BLVD,,BROOMFIELD,COLORADO,80021,US,MOUNTAIN TIME,-7,39.920345,-105.109245,
LNMTCO47,lmt1,Longmont1,1820 LEFTHAND CIR,,LONGMONT,COLORADO,80501,US,MOUNTAIN TIME,-7,40.143471,-105.125252,
BLDCFRAA,bld1,BarleDuc1,PARC D ACTIVITES LAMBELLOUP,,BAR LE DUC,GREAT-EAST,55000,FR,CET  CENTRAL EUROPEAN,1,48.765369,5.17587,
BLDRCO69,bdr1,Boulder1,1655 WALNUT ST,,BOULDER,COLORADO,80302,US,MOUNTAIN TIME,-7,40.018421,-105.273674,
UNVLVAAA,unv1,Unionville1,7444 EVERONA RD,,UNIONVILLE,VIRGINIA,22567,US,EASTERN TIME,-5,38.301941,-77.962349,
SCVLVAAB,scv1,Scottsville1,1220 TRANSCO RD,DOOR #4,SCOTTSVILLE,VIRGINIA,24590,US,EASTERN TIME,-5,37.839916,-78.423241,
APMTVAAO,apm1,Appomattox1,2716 PUMPING STATION RD,,APPOMATTOX,VIRGINIA,24522,US,EASTERN TIME,-5,37.347618,-78.869873,
KRVLNCAW,krv1,Kernersville1,1334 OLD SALEM RD,,KERNERSVILLE,NORTH CAROLINA,27284,US,EASTERN TIME,-5,36.075851,-80.0746,
SLBRNCEO,sal2,Salisbury2,295 UPRIGHT RD,,MOUNT ULLA,NORTH CAROLINA,28125,US,EASTERN TIME,-5,35.64872,-80.667908,
SPFDMAAT,sfd1,SpringfieldMA1,1 FEDERAL ST,BUILDING 105,SPRINGFIELD,MASSACHUSETTS,1105,US,EASTERN TIME,-5,42.109741,-72.576462,
BCRUFL02,bcr1,BocaRaton1,6503 W ROGERS CIR,,BOCA RATON,FLORIDA,33487,US,EASTERN TIME,-5,26.405649,-80.114044,
STRTFLHE,psl2,PortStLucie2,4537 SE COMMERCE AVE,,STUART,FLORIDA,34997,US,EASTERN TIME,-5,27.149517,-80.204346,
VRBHFLHD,psl3,PortStLucie3,2108 OLD DIXIE HWY SE,,VERO BEACH,FLORIDA,32962,US,EASTERN TIME,-5,27.564371,-80.371254,
MLBRFLIO,mlb2,Melbourne2,1110 LINE ST,,MELBOURNE,FLORIDA,32901,US,EASTERN TIME,-5,28.071432,-80.602554,
TTVLFLDI,ttv2,Titusville2,2002 PARRISH RD,,TITUSVILLE,FLORIDA,32796,US,EASTERN TIME,-5,28.651833,-80.821053,
CHESSCAE,rkh1,RockHill1,993 COLUMBIA RD,,CHESTER,SOUTH CAROLINA,29706,US,EASTERN TIME,-5,34.672123,-81.189896,
AGSTGAPU,ags3,Augusta3,609 HALE ST,,AUGUSTA,GEORGIA,30901,US,EASTERN TIME,-5,33.46521,-81.966499,
SVNHGAOB,svn2,Savannah2,4404 TREMONT RD,,SAVANNAH,GEORGIA,31415,US,EASTERN TIME,-5,32.077984,-81.14547,
BTBGSCAL,cae2,Columbia2,1.052 MI NEO COHWY 585 & STHWY 23,,MONETTA,SOUTH CAROLINA,29105,US,EASTERN TIME,-5,33.795971,-81.584137,
CLMDOH44,clb2,Columbus2,226 N 5TH ST,,COLUMBUS,OHIO,43215,US,EASTERN TIME,-5,39.967621,-82.995682,
JESPGABG,jes1,Jesup1,1626 OLD DOCTORTOWN RD,,JESUP,GEORGIA,31545,US,EASTERN TIME,-5,31.64444,-81.841072,
FLTNGAAD,nwl2,Newell2,723 BOWERY LN,,FOLKSTON,GEORGIA,31537,US,EASTERN TIME,-5,30.85511,-82.012039,
SPFDORAH,eug2,Eugene2,37385 JASPER LOWELL RD,JASPER-LH,JASPER,OREGON,97438,US,PACIFIC TIME,-8,43.978546,-122.879227,
DYBHFLGY,dyb1,DaytonaBeach1,111 N SEGRAVE ST,,DAYTONA BEACH,FLORIDA,32114,US,EASTERN TIME,-5,29.210979,-81.024239,
STAGFLHT,stu2,StAugustine2,302 STRD 206,,ST AUGUSTINE,FLORIDA,32086,US,EASTERN TIME,-5,29.851171,-81.320541,
FRFXSC01,ffx1,Fairfax1,3280 PICKENS AVE,,FAIRFAX,SOUTH CAROLINA,29827,US,EASTERN TIME,-5,32.954021,-81.236786,
ORLDFLMA,orl9,Orlando9,45 N MAGNOLIA AVE,AT&T POP and LSO,ORLANDO,FLORIDA,32801,US,EASTERN TIME,-5,28.54323,-81.377342,
NYCRNYBB,nyc18,NewYork18,7 TELEPORT DR,,STATEN ISLAND,NEW YORK,10311,US,EASTERN TIME,-5,40.606831,-74.174911,
BFLONYME,buf4,Buffalo4,350 MAIN ST,,BUFFALO,NEW YORK,14202,US,EASTERN TIME,-5,42.88438,-78.87545,
TULTOK22,tul7,Tulsa7,5233 S 122ND EAST AVE,,TULSA,OKLAHOMA,74146,US,CENTRAL TIME,-6,36.087811,-95.839523,
TKWLWANK,sea12,Seattle12,3433 S 120TH PL,,TUKWILA,WASHINGTON,98168,US,PACIFIC TIME,-8,47.493439,-122.288895,
NSVNTNJL,nvl8,Nashville8,147 4TH AVE N,,NASHVILLE,TENNESSEE,37219,US,CENTRAL TIME,-6,36.16256,-86.778633,
LSVGNVLV,lvg5,LasVegas5,302 E CARSON AVE,ViaWest,LAS VEGAS,NEVADA,89101,US,PACIFIC TIME,-8,36.168621,-115.143532,
NBRGNJNH,nwr12,Newark12,5851 W SIDE AVE,,NORTH BERGEN,NEW JERSEY,7047,US,EASTERN TIME,-5,40.79689,-74.030991,
PSWYNJBL,nwr13,Newark13,101 POSSUMTOWN RD,,PISCATAWAY,NEW JERSEY,8854,US,EASTERN TIME,-5,40.55703,-74.483971,
CHRNNCKT,clt5,Charlotte5,113 N MYERS ST,,CHARLOTTE,NORTH CAROLINA,28202,US,EASTERN TIME,-5,35.221851,-80.835541,
MIASFLVR,mia13,Miami13,2115 NW 22ND ST,,MIAMI,FLORIDA,33142,US,EASTERN TIME,-5,25.79752,-80.230064,
SNTCCAJR,sjo13,SanJose13,3080 RAYMOND ST,,SANTA CLARA,CALIFORNIA,95054,US,PACIFIC TIME,-8,37.378368,-121.954681,
TEMPAZBD,phx11,Phoenix11,2055 E TECHNOLOGY CIR,TMO ORION DC,TEMPE,ARIZONA,85284,US,MOUNTAIN TIME,-7,33.345612,-111.899391,
SNDACAHC,sdg7,SanDiego7,9305 LIGHTWAVE AVE,,SAN DIEGO,CALIFORNIA,92123,US,PACIFIC TIME,-8,32.82785,-117.129684,
ELSGCAQJ,lax27,LosAngeles27,445 N DOUGLAS ST,,EL SEGUNDO,CALIFORNIA,90245,US,PACIFIC TIME,-8,33.921749,-118.384102,
ALTWPAHS,atn1,Allentown1,969 POSTAL RD,,ALLENTOWN,PENNSYLVANIA,18109,US,EASTERN TIME,-5,40.643932,-75.446892,
LSVMKYOD,lou3,Louisville3,9920 CORPORATE CAMPUS DR,,LOUISVILLE,KENTUCKY,40223,US,EASTERN TIME,-5,38.264191,-85.573914,
SVNHGA23,svn3,Savannah3,421 TELFAIR RD,,SAVANNAH,GEORGIA,31415,US,EASTERN TIME,-5,32.077011,-81.147232,
FTCRCOBQ,csp3,ColoradoSprings3,1450 SPECKER AVE,,FT CARSON,COLORADO,80913,US,MOUNTAIN TIME,-7,38.760452,-104.799271,
THVLOKAV,thv1,Thackerville1,US 77 AND CEMETERY RD,,THACKERVILLE,OKLAHOMA,73459,US,CENTRAL TIME,-6,33.794701,-97.151497,
MXCTWA03,ykm2,Yakima2,106 GRANT WAY,,MOXEE,WASHINGTON,98936,US,PACIFIC TIME,-8,46.565041,-120.399239,
LSAGCASB,lax28,LosAngeles28,626 WILSHIRE BLVD,,LOS ANGELES,CALIFORNIA,90017,US,PACIFIC TIME,-8,34.048229,-118.256927,
ORLDFLAC,orl10,Orlando10,390 N ORANGE AVE,BANK OF AMERICA,ORLANDO,FLORIDA,32801,US,EASTERN TIME,-5,28.546947,-81.379311,
MRHMONBS,tor3,Toronto3,105 CLEGG RD,,MARKHAM,ONTARIO,L6G 1B9,CA,EASTERN TIME,-5,43.850761,-79.342628,
TRENNJFU,trn1,Trenton1,260 MONMOUTH ST,,TRENTON,NEW JERSEY,8609,US,EASTERN TIME,-5,40.22279,-74.749512,
TRENNJCG,trn2,Trenton2,576 E STATE ST,,TRENTON,NEW JERSEY,8609,US,EASTERN TIME,-5,40.221828,-74.752342,
TRNLTXAB,elp3,ElPaso3,19750 ALAMEDA AVE,,TORNILLO,TEXAS,79853,US,MOUNTAIN TIME,-7,31.434752,-106.07386,
PHNHAZVA,phx12,Phoenix12,615 N 48TH ST,1,PHOENIX,ARIZONA,85008,US,MOUNTAIN TIME,-7,33.4547,-111.976173,
LTTNCOMM,den13,Denver13,4100 E DRY CREEK RD,,CENTENNIAL,COLORADO,80122,US,MOUNTAIN TIME,-7,39.578671,-104.939301,
HPPGNYOS,nyc19,NewYork19,45 OSER AVE,,HAUPPAUGE,NEW YORK,11788,US,EASTERN TIME,-5,40.81522,-73.237823,
BRSWVAAD,mnz2,Manassas2,8000 GAINSFORD CT,,BRISTOW,VIRGINIA,20136,US,EASTERN TIME,-5,38.783401,-77.573044,
CHYNWYGN,chy2,Cheyenne2,530 ECHOSTAR DR,BUILDING 2,CHEYENNE,WYOMING,82007,US,MOUNTAIN TIME,-7,41.132191,-104.735573,
SNDPCAAP,sdg8,SanDiego8,4875 EASTGATE MALL,,SAN DIEGO,CALIFORNIA,92121,US,PACIFIC TIME,-8,32.879478,-117.202263,
PLANTXGC,dal16,Dallas16,2300 W PLANO PKWY,BUILDING C,PLANO,TEXAS,75075,US,CENTRAL TIME,-6,33.005932,-96.739868,
WRSWPDEO,waw2,Warsaw2,UL. KONSTRUKTORSKA 5,,WARSZAWA,MASOVIAN,02-673,PL,CET  CENTRAL EUROPEAN,1,52.185329,20.998343,
